,Datum,Standort,Hr,RainDur,StrGlo,T,WD,WVs,WVv,p,Standortname,WGS84_lat,WGS84_lng
0,2023-01-01 00:00:00,Zch_Rosengartenstrasse,77.98,0.0,,10.55,78.9,0.33,0.1,971.64,Zürich Rosengartenstrasse,47.3952,8.5261
1,2023-01-01 00:00:00,Zch_Schimmelstrasse,66.64,0.0,,13.53,152.6,1.37,0.83,974.07,Zürich Schimmelstrasse,47.371,8.5235
2,2023-01-01 00:00:00,Zch_Stampfenbachstrasse,72.29,0.0,0.01,11.57,169.49,1.95,1.69,971.62,Zürich Stampfenbachstrasse,47.3868,8.5398
3,2023-01-01 01:00:00,Zch_Rosengartenstrasse,67.03,0.0,,13.1,205.41,0.69,0.4,971.87,Zürich Rosengartenstrasse,47.3952,8.5261
4,2023-01-01 01:00:00,Zch_Schimmelstrasse,60.27,0.0,,15.14,151.6,1.52,1.3,974.3,Zürich Schimmelstrasse,47.371,8.5235
5,2023-01-01 01:00:00,Zch_Stampfenbachstrasse,63.66,0.0,0.02,13.47,205.89,3.4,2.77,971.86,Zürich Stampfenbachstrasse,47.3868,8.5398
6,2023-01-01 02:00:00,Zch_Rosengartenstrasse,69.75,0.0,,12.39,325.74,0.37,0.04,971.88,Zürich Rosengartenstrasse,47.3952,8.5261
7,2023-01-01 02:00:00,Zch_Schimmelstrasse,70.59,0.0,,12.06,154.9,1.26,0.25,974.22,Zürich Schimmelstrasse,47.371,8.5235
8,2023-01-01 02:00:00,Zch_Stampfenbachstrasse,68.85,0.0,0.02,12.39,149.11,1.98,1.49,971.76,Zürich Stampfenbachstrasse,47.3868,8.5398
9,2023-01-01 03:00:00,Zch_Rosengartenstrasse,76.0,0.0,,10.84,294.63,0.34,0.08,972.16,Zürich Rosengartenstrasse,47.3952,8.5261
10,2023-01-01 03:00:00,Zch_Schimmelstrasse,77.79,0.0,,10.26,162.4,0.75,0.47,974.56,Zürich Schimmelstrasse,47.371,8.5235
11,2023-01-01 03:00:00,Zch_Stampfenbachstrasse,70.72,0.0,0.02,11.69,157.08,1.79,1.46,972.01,Zürich Stampfenbachstrasse,47.3868,8.5398
12,2023-01-01 04:00:00,Zch_Rosengartenstrasse,71.31,0.0,,11.48,227.29,0.57,0.25,972.17,Zürich Rosengartenstrasse,47.3952,8.5261
13,2023-01-01 04:00:00,Zch_Schimmelstrasse,65.47,0.0,,13.75,152.46,1.68,1.27,974.6,Zürich Schimmelstrasse,47.371,8.5235
14,2023-01-01 04:00:00,Zch_Stampfenbachstrasse,70.45,0.0,0.02,11.55,178.54,2.98,2.74,972.1,Zürich Stampfenbachstrasse,47.3868,8.5398
15,2023-01-01 05:00:00,Zch_Rosengartenstrasse,60.88,0.0,,14.38,217.12,0.98,0.64,972.22,Zürich Rosengartenstrasse,47.3952,8.5261
16,2023-01-01 05:00:00,Zch_Schimmelstrasse,59.17,0.0,,15.36,153.95,1.97,1.08,974.62,Zürich Schimmelstrasse,47.371,8.5235
17,2023-01-01 05:00:00,Zch_Stampfenbachstrasse,62.48,0.0,0.02,13.62,207.51,3.96,3.56,972.16,Zürich Stampfenbachstrasse,47.3868,8.5398
18,2023-01-01 06:00:00,Zch_Rosengartenstrasse,61.38,0.0,,14.21,226.5,1.49,1.36,972.42,Zürich Rosengartenstrasse,47.3952,8.5261
19,2023-01-01 06:00:00,Zch_Schimmelstrasse,59.66,0.0,,15.11,151.61,1.74,1.4,974.91,Zürich Schimmelstrasse,47.371,8.5235
20,2023-01-01 06:00:00,Zch_Stampfenbachstrasse,58.11,0.0,0.02,14.7,226.18,5.36,5.11,972.35,Zürich Stampfenbachstrasse,47.3868,8.5398
21,2023-01-01 07:00:00,Zch_Rosengartenstrasse,58.78,0.0,,14.46,225.23,1.36,1.28,972.71,Zürich Rosengartenstrasse,47.3952,8.5261
22,2023-01-01 07:00:00,Zch_Schimmelstrasse,56.78,0.0,,15.43,150.18,1.43,0.69,975.2,Zürich Schimmelstrasse,47.371,8.5235
23,2023-01-01 07:00:00,Zch_Stampfenbachstrasse,58.17,0.0,0.14,14.14,217.01,4.49,3.95,972.64,Zürich Stampfenbachstrasse,47.3868,8.5398
24,2023-01-01 08:00:00,Zch_Rosengartenstrasse,64.66,0.0,,11.91,124.6,0.66,0.16,973.18,Zürich Rosengartenstrasse,47.3952,8.5261
25,2023-01-01 08:00:00,Zch_Schimmelstrasse,71.31,0.0,,11.13,18.76,0.97,0.03,975.66,Zürich Schimmelstrasse,47.371,8.5235
26,2023-01-01 08:00:00,Zch_Stampfenbachstrasse,66.45,0.0,30.07,11.43,169.33,2.23,2.01,973.05,Zürich Stampfenbachstrasse,47.3868,8.5398
27,2023-01-01 09:00:00,Zch_Rosengartenstrasse,62.1,0.0,,12.94,211.43,0.95,0.62,973.23,Zürich Rosengartenstrasse,47.3952,8.5261
28,2023-01-01 09:00:00,Zch_Schimmelstrasse,61.27,0.0,,13.97,156.56,1.59,0.92,975.68,Zürich Schimmelstrasse,47.371,8.5235
29,2023-01-01 09:00:00,Zch_Stampfenbachstrasse,63.5,0.0,112.9,12.41,179.26,2.92,2.63,973.16,Zürich Stampfenbachstrasse,47.3868,8.5398
30,2023-01-01 10:00:00,Zch_Rosengartenstrasse,63.81,0.0,,12.86,119.45,0.35,0.11,973.66,Zürich Rosengartenstrasse,47.3952,8.5261
31,2023-01-01 10:00:00,Zch_Schimmelstrasse,69.44,0.0,,11.17,166.59,0.76,0.19,976.14,Zürich Schimmelstrasse,47.371,8.5235
32,2023-01-01 10:00:00,Zch_Stampfenbachstrasse,61.12,0.0,178.21,13.22,174.07,1.43,0.74,973.53,Zürich Stampfenbachstrasse,47.3868,8.5398
33,2023-01-01 11:00:00,Zch_Rosengartenstrasse,61.62,0.0,,13.17,122.03,0.47,0.17,973.36,Zürich Rosengartenstrasse,47.3952,8.5261
34,2023-01-01 11:00:00,Zch_Schimmelstrasse,66.74,0.0,,11.48,164.56,0.97,0.41,975.86,Zürich Schimmelstrasse,47.371,8.5235
35,2023-01-01 11:00:00,Zch_Stampfenbachstrasse,60.51,0.0,250.21,13.14,169.72,1.95,1.66,973.22,Zürich Stampfenbachstrasse,47.3868,8.5398
36,2023-01-01 12:00:00,Zch_Rosengartenstrasse,59.85,0.0,,13.31,96.83,0.41,0.16,972.82,Zürich Rosengartenstrasse,47.3952,8.5261
37,2023-01-01 12:00:00,Zch_Schimmelstrasse,64.92,0.0,,12.65,142.6,0.52,0.01,975.2,Zürich Schimmelstrasse,47.371,8.5235
38,2023-01-01 12:00:00,Zch_Stampfenbachstrasse,59.81,0.0,295.86,13.32,184.86,1.74,1.6,972.67,Zürich Stampfenbachstrasse,47.3868,8.5398
39,2023-01-01 13:00:00,Zch_Rosengartenstrasse,57.49,0.0,,14.74,89.91,0.33,0.25,972.1,Zürich Rosengartenstrasse,47.3952,8.5261
40,2023-01-01 13:00:00,Zch_Schimmelstrasse,61.08,0.0,,13.99,160.27,0.56,0.04,974.5,Zürich Schimmelstrasse,47.371,8.5235
41,2023-01-01 13:00:00,Zch_Stampfenbachstrasse,56.82,0.0,271.46,14.81,204.43,0.97,0.87,971.98,Zürich Stampfenbachstrasse,47.3868,8.5398
42,2023-01-01 14:00:00,Zch_Rosengartenstrasse,55.32,0.0,,15.38,93.99,0.38,0.34,971.44,Zürich Rosengartenstrasse,47.3952,8.5261
43,2023-01-01 14:00:00,Zch_Schimmelstrasse,60.79,0.0,,14.24,157.03,0.55,0.29,973.88,Zürich Schimmelstrasse,47.371,8.5235
44,2023-01-01 14:00:00,Zch_Stampfenbachstrasse,55.47,0.0,189.65,14.91,182.01,1.2,1.15,971.4,Zürich Stampfenbachstrasse,47.3868,8.5398
45,2023-01-01 15:00:00,Zch_Rosengartenstrasse,58.39,0.0,,14.27,92.97,0.32,0.35,971.3,Zürich Rosengartenstrasse,47.3952,8.5261
46,2023-01-01 15:00:00,Zch_Schimmelstrasse,64.24,0.0,,12.99,137.97,0.4,0.0,973.72,Zürich Schimmelstrasse,47.371,8.5235
47,2023-01-01 15:00:00,Zch_Stampfenbachstrasse,59.62,0.0,93.31,13.76,187.2,1.03,0.96,971.22,Zürich Stampfenbachstrasse,47.3868,8.5398
48,2023-01-01 16:00:00,Zch_Rosengartenstrasse,65.24,0.0,,13.27,,0.17,,971.42,Zürich Rosengartenstrasse,47.3952,8.5261
49,2023-01-01 16:00:00,Zch_Schimmelstrasse,68.32,0.0,,12.37,143.32,0.32,0.02,973.84,Zürich Schimmelstrasse,47.371,8.5235
50,2023-01-01 16:00:00,Zch_Stampfenbachstrasse,64.48,0.0,12.72,13.07,180.53,0.63,0.55,971.32,Zürich Stampfenbachstrasse,47.3868,8.5398
51,2023-01-01 17:00:00,Zch_Rosengartenstrasse,70.46,0.0,,12.15,105.39,0.34,0.02,971.5,Zürich Rosengartenstrasse,47.3952,8.5261
52,2023-01-01 17:00:00,Zch_Schimmelstrasse,77.5,0.0,,11.47,46.71,0.44,0.01,973.95,Zürich Schimmelstrasse,47.371,8.5235
53,2023-01-01 17:00:00,Zch_Stampfenbachstrasse,71.08,0.0,0.02,11.92,176.43,0.94,0.75,971.42,Zürich Stampfenbachstrasse,47.3868,8.5398
54,2023-01-01 18:00:00,Zch_Rosengartenstrasse,74.1,0.0,,11.35,240.45,0.43,0.12,971.3,Zürich Rosengartenstrasse,47.3952,8.5261
55,2023-01-01 18:00:00,Zch_Schimmelstrasse,81.59,0.0,,10.59,150.03,0.4,0.08,973.72,Zürich Schimmelstrasse,47.371,8.5235
56,2023-01-01 18:00:00,Zch_Stampfenbachstrasse,75.02,0.0,0.01,11.19,222.37,0.69,0.21,971.17,Zürich Stampfenbachstrasse,47.3868,8.5398
57,2023-01-01 19:00:00,Zch_Rosengartenstrasse,79.08,0.0,,10.48,142.84,0.34,0.07,971.46,Zürich Rosengartenstrasse,47.3952,8.5261
58,2023-01-01 19:00:00,Zch_Schimmelstrasse,83.98,0.0,,10.14,145.74,0.46,0.16,973.93,Zürich Schimmelstrasse,47.371,8.5235
59,2023-01-01 19:00:00,Zch_Stampfenbachstrasse,76.99,0.0,0.02,10.75,98.51,0.69,0.11,971.36,Zürich Stampfenbachstrasse,47.3868,8.5398
60,2023-01-01 20:00:00,Zch_Rosengartenstrasse,82.5,0.0,,9.77,95.2,0.23,0.14,971.36,Zürich Rosengartenstrasse,47.3952,8.5261
61,2023-01-01 20:00:00,Zch_Schimmelstrasse,86.35,0.0,,9.52,142.26,0.39,0.2,973.81,Zürich Schimmelstrasse,47.371,8.5235
62,2023-01-01 20:00:00,Zch_Stampfenbachstrasse,78.44,0.0,0.02,10.48,128.78,0.72,0.33,971.24,Zürich Stampfenbachstrasse,47.3868,8.5398
63,2023-01-01 21:00:00,Zch_Rosengartenstrasse,84.05,0.0,,9.31,123.23,0.28,0.08,971.22,Zürich Rosengartenstrasse,47.3952,8.5261
64,2023-01-01 21:00:00,Zch_Schimmelstrasse,87.32,0.0,,9.12,140.63,0.39,0.04,973.7,Zürich Schimmelstrasse,47.371,8.5235
65,2023-01-01 21:00:00,Zch_Stampfenbachstrasse,80.7,0.0,0.01,10.0,20.73,0.66,0.31,971.11,Zürich Stampfenbachstrasse,47.3868,8.5398
66,2023-01-01 22:00:00,Zch_Rosengartenstrasse,85.74,0.0,,8.74,102.29,0.22,0.15,971.12,Zürich Rosengartenstrasse,47.3952,8.5261
67,2023-01-01 22:00:00,Zch_Schimmelstrasse,89.1,0.0,,8.58,128.56,0.39,0.1,973.58,Zürich Schimmelstrasse,47.371,8.5235
68,2023-01-01 22:00:00,Zch_Stampfenbachstrasse,81.75,0.0,0.02,9.54,165.06,0.61,0.26,970.98,Zürich Stampfenbachstrasse,47.3868,8.5398
69,2023-01-01 23:00:00,Zch_Rosengartenstrasse,87.21,0.0,,8.42,100.88,0.23,0.14,970.87,Zürich Rosengartenstrasse,47.3952,8.5261
70,2023-01-01 23:00:00,Zch_Schimmelstrasse,89.99,0.0,,8.23,346.87,0.39,0.01,973.32,Zürich Schimmelstrasse,47.371,8.5235
71,2023-01-01 23:00:00,Zch_Stampfenbachstrasse,82.47,0.0,0.01,9.19,30.8,0.83,0.68,970.7,Zürich Stampfenbachstrasse,47.3868,8.5398
72,2023-01-02 00:00:00,Zch_Rosengartenstrasse,88.43,0.0,,7.83,94.59,0.26,0.18,970.84,Zürich Rosengartenstrasse,47.3952,8.5261
73,2023-01-02 00:00:00,Zch_Schimmelstrasse,90.77,0.0,,8.01,82.78,0.51,0.0,973.22,Zürich Schimmelstrasse,47.371,8.5235
74,2023-01-02 00:00:00,Zch_Stampfenbachstrasse,81.72,0.0,0.02,8.98,342.76,0.91,0.82,970.62,Zürich Stampfenbachstrasse,47.3868,8.5398
75,2023-01-02 01:00:00,Zch_Rosengartenstrasse,89.34,0.0,,7.39,88.43,0.22,0.15,970.66,Zürich Rosengartenstrasse,47.3952,8.5261
76,2023-01-02 01:00:00,Zch_Schimmelstrasse,91.89,0.0,,7.68,121.84,0.44,0.01,973.07,Zürich Schimmelstrasse,47.371,8.5235
77,2023-01-02 01:00:00,Zch_Stampfenbachstrasse,82.4,0.0,0.02,8.67,325.41,0.59,0.05,970.46,Zürich Stampfenbachstrasse,47.3868,8.5398
78,2023-01-02 02:00:00,Zch_Rosengartenstrasse,90.47,0.0,,7.13,101.3,0.22,0.06,970.44,Zürich Rosengartenstrasse,47.3952,8.5261
79,2023-01-02 02:00:00,Zch_Schimmelstrasse,92.34,0.0,,7.15,132.77,0.47,0.04,972.81,Zürich Schimmelstrasse,47.371,8.5235
80,2023-01-02 02:00:00,Zch_Stampfenbachstrasse,83.95,0.0,0.02,8.32,130.73,0.65,0.09,970.17,Zürich Stampfenbachstrasse,47.3868,8.5398
81,2023-01-02 03:00:00,Zch_Rosengartenstrasse,90.07,0.0,,7.14,92.88,0.25,0.19,970.22,Zürich Rosengartenstrasse,47.3952,8.5261
82,2023-01-02 03:00:00,Zch_Schimmelstrasse,92.45,0.0,,6.93,134.05,0.45,0.03,972.63,Zürich Schimmelstrasse,47.371,8.5235
83,2023-01-02 03:00:00,Zch_Stampfenbachstrasse,84.04,0.0,0.02,8.24,151.98,0.78,0.47,970.01,Zürich Stampfenbachstrasse,47.3868,8.5398
84,2023-01-02 04:00:00,Zch_Rosengartenstrasse,87.74,0.0,,7.63,114.92,0.27,0.04,969.86,Zürich Rosengartenstrasse,47.3952,8.5261
85,2023-01-02 04:00:00,Zch_Schimmelstrasse,94.48,0.0,,6.83,117.89,0.39,0.01,972.3,Zürich Schimmelstrasse,47.371,8.5235
86,2023-01-02 04:00:00,Zch_Stampfenbachstrasse,83.68,0.0,0.02,8.11,148.72,0.82,0.34,969.66,Zürich Stampfenbachstrasse,47.3868,8.5398
87,2023-01-02 05:00:00,Zch_Rosengartenstrasse,88.47,0.0,,7.42,125.06,0.29,0.11,969.76,Zürich Rosengartenstrasse,47.3952,8.5261
88,2023-01-02 05:00:00,Zch_Schimmelstrasse,93.94,0.0,,6.9,133.73,0.32,0.06,972.06,Zürich Schimmelstrasse,47.371,8.5235
89,2023-01-02 05:00:00,Zch_Stampfenbachstrasse,83.31,0.0,0.02,8.03,124.44,0.54,0.08,969.45,Zürich Stampfenbachstrasse,47.3868,8.5398
90,2023-01-02 06:00:00,Zch_Rosengartenstrasse,87.53,0.0,,7.35,142.26,0.33,0.12,969.78,Zürich Rosengartenstrasse,47.3952,8.5261
91,2023-01-02 06:00:00,Zch_Schimmelstrasse,90.7,0.0,,7.12,44.37,0.41,0.01,972.22,Zürich Schimmelstrasse,47.371,8.5235
92,2023-01-02 06:00:00,Zch_Stampfenbachstrasse,82.15,0.0,0.02,8.15,358.62,0.72,0.31,969.58,Zürich Stampfenbachstrasse,47.3868,8.5398
93,2023-01-02 07:00:00,Zch_Rosengartenstrasse,88.76,0.0,,6.94,127.74,0.35,0.15,970.0,Zürich Rosengartenstrasse,47.3952,8.5261
94,2023-01-02 07:00:00,Zch_Schimmelstrasse,90.94,0.0,,7.08,352.82,0.5,0.12,972.4,Zürich Schimmelstrasse,47.371,8.5235
95,2023-01-02 07:00:00,Zch_Stampfenbachstrasse,82.47,0.0,0.03,8.02,334.01,0.65,0.24,969.77,Zürich Stampfenbachstrasse,47.3868,8.5398
96,2023-01-02 08:00:00,Zch_Rosengartenstrasse,89.89,0.0,,6.71,118.98,0.29,0.15,970.4,Zürich Rosengartenstrasse,47.3952,8.5261
97,2023-01-02 08:00:00,Zch_Schimmelstrasse,91.71,0.0,,6.99,133.08,0.4,0.01,972.76,Zürich Schimmelstrasse,47.371,8.5235
98,2023-01-02 08:00:00,Zch_Stampfenbachstrasse,84.31,0.0,19.75,7.65,1.71,0.63,0.02,970.12,Zürich Stampfenbachstrasse,47.3868,8.5398
99,2023-01-02 09:00:00,Zch_Rosengartenstrasse,87.27,0.0,,7.47,131.23,0.28,0.16,970.84,Zürich Rosengartenstrasse,47.3952,8.5261
100,2023-01-02 09:00:00,Zch_Schimmelstrasse,89.88,0.0,,7.44,339.99,0.37,0.02,973.28,Zürich Schimmelstrasse,47.371,8.5235
101,2023-01-02 09:00:00,Zch_Stampfenbachstrasse,82.68,0.0,59.24,8.16,163.7,0.58,0.1,970.65,Zürich Stampfenbachstrasse,47.3868,8.5398
102,2023-01-02 10:00:00,Zch_Rosengartenstrasse,84.28,0.0,,8.34,161.09,0.29,0.14,971.38,Zürich Rosengartenstrasse,47.3952,8.5261
103,2023-01-02 10:00:00,Zch_Schimmelstrasse,86.28,0.0,,8.45,351.18,0.43,0.02,973.76,Zürich Schimmelstrasse,47.371,8.5235
104,2023-01-02 10:00:00,Zch_Stampfenbachstrasse,80.26,0.0,119.03,8.93,233.96,0.58,0.1,971.2,Zürich Stampfenbachstrasse,47.3868,8.5398
105,2023-01-02 11:00:00,Zch_Rosengartenstrasse,79.14,0.0,,9.47,132.21,0.3,0.19,971.51,Zürich Rosengartenstrasse,47.3952,8.5261
106,2023-01-02 11:00:00,Zch_Schimmelstrasse,80.82,0.0,,9.78,20.69,0.48,0.0,973.87,Zürich Schimmelstrasse,47.371,8.5235
107,2023-01-02 11:00:00,Zch_Stampfenbachstrasse,76.3,0.0,161.02,9.98,198.35,0.57,0.13,971.34,Zürich Stampfenbachstrasse,47.3868,8.5398
108,2023-01-02 12:00:00,Zch_Rosengartenstrasse,70.19,0.0,,11.13,124.08,0.25,0.14,971.42,Zürich Rosengartenstrasse,47.3952,8.5261
109,2023-01-02 12:00:00,Zch_Schimmelstrasse,73.8,0.0,,11.09,40.25,0.42,0.02,973.74,Zürich Schimmelstrasse,47.371,8.5235
110,2023-01-02 12:00:00,Zch_Stampfenbachstrasse,56.41,0.0,134.18,12.4,296.64,1.08,0.39,971.29,Zürich Stampfenbachstrasse,47.3868,8.5398
111,2023-01-02 13:00:00,Zch_Rosengartenstrasse,58.13,0.0,,12.46,120.14,0.25,0.15,971.55,Zürich Rosengartenstrasse,47.3952,8.5261
112,2023-01-02 13:00:00,Zch_Schimmelstrasse,59.19,0.0,,12.8,142.43,0.65,0.02,973.93,Zürich Schimmelstrasse,47.371,8.5235
113,2023-01-02 13:00:00,Zch_Stampfenbachstrasse,48.88,0.0,218.02,13.32,264.36,0.8,0.31,971.5,Zürich Stampfenbachstrasse,47.3868,8.5398
114,2023-01-02 14:00:00,Zch_Rosengartenstrasse,51.77,0.0,,13.56,162.06,0.34,0.12,971.7,Zürich Rosengartenstrasse,47.3952,8.5261
115,2023-01-02 14:00:00,Zch_Schimmelstrasse,51.13,0.0,,13.75,133.24,0.72,0.17,974.05,Zürich Schimmelstrasse,47.371,8.5235
116,2023-01-02 14:00:00,Zch_Stampfenbachstrasse,47.89,0.0,101.44,13.96,214.46,1.92,1.54,971.62,Zürich Stampfenbachstrasse,47.3868,8.5398
117,2023-01-02 15:00:00,Zch_Rosengartenstrasse,56.13,0.0,,12.83,155.22,0.23,0.18,972.42,Zürich Rosengartenstrasse,47.3952,8.5261
118,2023-01-02 15:00:00,Zch_Schimmelstrasse,44.74,0.0,,14.86,154.18,1.0,0.62,974.74,Zürich Schimmelstrasse,47.371,8.5235
119,2023-01-02 15:00:00,Zch_Stampfenbachstrasse,49.58,0.0,44.84,13.62,290.34,1.09,0.64,972.32,Zürich Stampfenbachstrasse,47.3868,8.5398
120,2023-01-02 16:00:00,Zch_Rosengartenstrasse,58.12,0.0,,12.65,117.64,0.25,0.1,973.24,Zürich Rosengartenstrasse,47.3952,8.5261
121,2023-01-02 16:00:00,Zch_Schimmelstrasse,46.89,0.0,,14.56,147.97,0.95,0.44,975.57,Zürich Schimmelstrasse,47.371,8.5235
122,2023-01-02 16:00:00,Zch_Stampfenbachstrasse,52.22,0.0,5.69,13.25,229.49,1.58,1.08,973.07,Zürich Stampfenbachstrasse,47.3868,8.5398
123,2023-01-02 17:00:00,Zch_Rosengartenstrasse,59.62,0.0,,12.38,139.21,0.28,0.14,974.16,Zürich Rosengartenstrasse,47.3952,8.5261
124,2023-01-02 17:00:00,Zch_Schimmelstrasse,49.42,0.0,,14.34,147.49,1.04,0.54,976.48,Zürich Schimmelstrasse,47.371,8.5235
125,2023-01-02 17:00:00,Zch_Stampfenbachstrasse,52.03,0.0,0.02,13.37,266.44,1.96,1.2,973.97,Zürich Stampfenbachstrasse,47.3868,8.5398
126,2023-01-02 18:00:00,Zch_Rosengartenstrasse,61.4,0.0,,12.14,117.6,0.32,0.18,974.72,Zürich Rosengartenstrasse,47.3952,8.5261
127,2023-01-02 18:00:00,Zch_Schimmelstrasse,54.87,0.0,,13.58,131.61,0.8,0.12,977.08,Zürich Schimmelstrasse,47.371,8.5235
128,2023-01-02 18:00:00,Zch_Stampfenbachstrasse,56.59,0.0,0.02,12.81,239.33,1.59,0.65,974.57,Zürich Stampfenbachstrasse,47.3868,8.5398
129,2023-01-02 19:00:00,Zch_Rosengartenstrasse,62.52,0.53,,12.24,217.02,0.7,0.61,975.01,Zürich Rosengartenstrasse,47.3952,8.5261
130,2023-01-02 19:00:00,Zch_Schimmelstrasse,59.39,0.0,,12.91,134.48,0.73,0.14,977.38,Zürich Schimmelstrasse,47.371,8.5235
131,2023-01-02 19:00:00,Zch_Stampfenbachstrasse,60.19,0.0,0.02,12.45,250.7,2.4,2.32,974.82,Zürich Stampfenbachstrasse,47.3868,8.5398
132,2023-01-02 20:00:00,Zch_Rosengartenstrasse,69.07,5.21,,11.63,132.34,0.28,0.11,975.57,Zürich Rosengartenstrasse,47.3952,8.5261
133,2023-01-02 20:00:00,Zch_Schimmelstrasse,65.95,5.38,,12.27,340.38,0.67,0.18,977.93,Zürich Schimmelstrasse,47.371,8.5235
134,2023-01-02 20:00:00,Zch_Stampfenbachstrasse,66.09,1.53,0.01,11.85,296.04,2.02,1.94,975.38,Zürich Stampfenbachstrasse,47.3868,8.5398
135,2023-01-02 21:00:00,Zch_Rosengartenstrasse,84.22,2.97,,10.42,189.04,0.42,0.31,976.11,Zürich Rosengartenstrasse,47.3952,8.5261
136,2023-01-02 21:00:00,Zch_Schimmelstrasse,82.66,1.72,,10.93,19.66,0.6,0.04,978.52,Zürich Schimmelstrasse,47.371,8.5235
137,2023-01-02 21:00:00,Zch_Stampfenbachstrasse,78.3,0.47,0.02,11.08,296.49,1.29,0.8,975.93,Zürich Stampfenbachstrasse,47.3868,8.5398
138,2023-01-02 22:00:00,Zch_Rosengartenstrasse,91.74,45.58,,9.86,158.59,0.27,0.17,976.74,Zürich Rosengartenstrasse,47.3952,8.5261
139,2023-01-02 22:00:00,Zch_Schimmelstrasse,89.82,30.98,,10.31,359.52,0.49,0.06,979.14,Zürich Schimmelstrasse,47.371,8.5235
140,2023-01-02 22:00:00,Zch_Stampfenbachstrasse,84.86,54.15,0.02,10.69,296.44,0.72,0.41,976.49,Zürich Stampfenbachstrasse,47.3868,8.5398
141,2023-01-02 23:00:00,Zch_Rosengartenstrasse,91.59,42.32,,9.07,164.69,0.25,0.17,977.32,Zürich Rosengartenstrasse,47.3952,8.5261
142,2023-01-02 23:00:00,Zch_Schimmelstrasse,94.05,43.57,,9.41,51.41,0.71,0.06,979.74,Zürich Schimmelstrasse,47.371,8.5235
143,2023-01-02 23:00:00,Zch_Stampfenbachstrasse,85.12,59.93,0.02,9.89,301.74,0.89,0.5,977.07,Zürich Stampfenbachstrasse,47.3868,8.5398
144,2023-01-03 00:00:00,Zch_Rosengartenstrasse,92.39,59.3,,8.67,113.61,0.24,0.18,977.55,Zürich Rosengartenstrasse,47.3952,8.5261
145,2023-01-03 00:00:00,Zch_Schimmelstrasse,93.34,60.0,,8.94,345.01,0.62,0.28,979.96,Zürich Schimmelstrasse,47.371,8.5235
146,2023-01-03 00:00:00,Zch_Stampfenbachstrasse,85.49,59.95,0.02,9.41,301.32,0.55,0.35,977.26,Zürich Stampfenbachstrasse,47.3868,8.5398
147,2023-01-03 01:00:00,Zch_Rosengartenstrasse,92.7,53.7,,8.68,125.41,0.25,0.14,977.64,Zürich Rosengartenstrasse,47.3952,8.5261
148,2023-01-03 01:00:00,Zch_Schimmelstrasse,95.11,55.05,,8.6,345.44,0.84,0.78,980.07,Zürich Schimmelstrasse,47.371,8.5235
149,2023-01-03 01:00:00,Zch_Stampfenbachstrasse,86.87,60.0,0.02,9.46,294.93,0.78,0.4,977.38,Zürich Stampfenbachstrasse,47.3868,8.5398
150,2023-01-03 02:00:00,Zch_Rosengartenstrasse,91.13,0.32,,7.91,103.83,0.23,0.14,977.52,Zürich Rosengartenstrasse,47.3952,8.5261
151,2023-01-03 02:00:00,Zch_Schimmelstrasse,92.36,0.42,,8.3,10.76,0.67,0.2,979.98,Zürich Schimmelstrasse,47.371,8.5235
152,2023-01-03 02:00:00,Zch_Stampfenbachstrasse,83.44,10.2,0.01,8.86,359.92,0.74,0.44,977.31,Zürich Stampfenbachstrasse,47.3868,8.5398
153,2023-01-03 03:00:00,Zch_Rosengartenstrasse,91.55,25.65,,8.02,111.82,0.21,0.12,977.58,Zürich Rosengartenstrasse,47.3952,8.5261
154,2023-01-03 03:00:00,Zch_Schimmelstrasse,92.11,37.02,,8.18,338.14,0.79,0.77,979.98,Zürich Schimmelstrasse,47.371,8.5235
155,2023-01-03 03:00:00,Zch_Stampfenbachstrasse,85.13,31.62,0.02,8.75,20.17,0.84,0.76,977.28,Zürich Stampfenbachstrasse,47.3868,8.5398
156,2023-01-03 04:00:00,Zch_Rosengartenstrasse,92.53,31.35,,7.88,115.54,0.26,0.17,977.57,Zürich Rosengartenstrasse,47.3952,8.5261
157,2023-01-03 04:00:00,Zch_Schimmelstrasse,94.0,34.8,,7.96,345.69,0.73,0.51,979.94,Zürich Schimmelstrasse,47.371,8.5235
158,2023-01-03 04:00:00,Zch_Stampfenbachstrasse,85.65,42.87,0.02,8.62,10.36,0.92,0.19,977.26,Zürich Stampfenbachstrasse,47.3868,8.5398
159,2023-01-03 05:00:00,Zch_Rosengartenstrasse,92.0,17.17,,7.92,123.9,0.27,0.18,977.4,Zürich Rosengartenstrasse,47.3952,8.5261
160,2023-01-03 05:00:00,Zch_Schimmelstrasse,93.63,19.53,,7.98,337.77,0.64,0.12,979.8,Zürich Schimmelstrasse,47.371,8.5235
161,2023-01-03 05:00:00,Zch_Stampfenbachstrasse,85.89,50.42,0.02,8.46,29.52,0.87,0.79,977.09,Zürich Stampfenbachstrasse,47.3868,8.5398
162,2023-01-03 06:00:00,Zch_Rosengartenstrasse,91.69,50.72,,7.7,130.66,0.27,0.22,977.75,Zürich Rosengartenstrasse,47.3952,8.5261
163,2023-01-03 06:00:00,Zch_Schimmelstrasse,94.42,49.88,,7.96,344.5,0.65,0.16,980.14,Zürich Schimmelstrasse,47.371,8.5235
